,Unnamed: 0,Unnamed: 0.1,careerLevel,careerLevel_other,centerAffiliation,centerAffiliation_other,dataAmount_lsf,dataAnalDuration_sub,dataFormats_1,dataFormats_10,dataFormats_11,dataFormats_12,dataFormats_13,dataFormats_14,dataFormats_15,dataFormats_2,dataFormats_3,dataFormats_4,dataFormats_5,dataFormats_6,dataFormats_7,dataFormats_8,dataFormats_9,dataFormats_other,dataGenMethodSpec_1_1,dataGenMethodSpec_1_2,dataGenMethodSpec_1_3,dataGenMethodSpec_2_1,dataGenMethodSpec_2_2,dataGenMethodSpec_2_3,dataGenMethodSpec_3_1,dataGenMethodSpec_3_2,dataGenMethodSpec_3_3,dataGenMethodSpec_4_1,dataGenMethodSpec_4_2,dataGenMethodSpec_4_3,dataGenMethodSpec_5_1,dataGenMethodSpec_5_2,dataGenMethodSpec_5_3,dataGenMethodSpec_6_1,dataGenMethodSpec_6_2,dataGenMethodSpec_6_3,dataGenMethodSpec_7_1,dataGenMethodSpec_7_2,dataGenMethodSpec_7_3,dataGenMethod_1,dataGenMethod_2,dataGenMethod_3,dataGenMethod_4,dataGenMethod_5,dataGenMethod_6,dataGenMethod_o,dataGenMethod_other,dataInPublication,dataOrigin_MeasVsSim,dataOrigin_SelvVsReuse,dataStorage_0,dataStorage_1,dataStorage_2,dataStorage_3,dataStorage_other,docAuto_2,docAuto_3,docAuto_4,docAuto_5,docAuto_6,docAuto_7,docAuto_8,docAuto_9,docAuto_other,docDefSchema,docDigital_2,docDigital_3,docDigital_4,docDigital_5,docDigital_6,docDigital_7,docDigital_8,docDigital_9,docDigital_other,docMetadata_2,docMetadata_3,docMetadata_4,docMetadata_5,docMetadata_6,docMetadata_7,docMetadata_8,docMetadata_9,docMetadata_other,docMethod_0,docMethod_1,docMethod_2,docMethod_3,docMethod_other,docMotivation_0,docMotivation_1,docMotivation_2,docMotivation_3,docMotivation_4,docMotivation_5,docMotivation_6,docMotivation_other,docObstacles_0,docObstacles_1,docObstacles_4,docObstacles_5,docObstacles_6,docObstacles_7,docObstacles_8,docObstacles_9,docObstacles_other,docStandards_1,docStandards_10,docStandards_11,docStandards_12,docStandards_13,docStandards_14,docStandards_15,docStandards_16,docStandards_17,docStandards_18,docStandards_19,docStandards_2,docStandards_20,docStandards_21,docStandards_22,docStandards_23,docStandards_24,docStandards_25,docStandards_26,docStandards_3,docStandards_4,docStandards_5,docStandards_6,docStandards_7,docStandards_8,docStandards_9,docStandards_other,docStructured,experimentDuration_sub,fairFamiliarity,feedback,id,interviewtime,lastpage,longtermStorage,lsfIdent_1,lsfIdent_10,lsfIdent_11,lsfIdent_2,lsfIdent_3,lsfIdent_4,lsfIdent_5,lsfIdent_6,lsfIdent_7,lsfIdent_8,lsfIdent_9,lsfIdent_other,orcid,pubAmount,pubMetadata_0,pubMetadata_1,pubMetadata_21,pubMetadata_22,pubMetadata_23,pubMetadata_24,pubMetadata_31,pubMetadata_32,pubMetadata_33,pubMetadata_41,pubMetadata_42,pubMetadata_43,pubMetadata_44,pubMetadata_51,pubMetadata_52,pubMetadata_61,pubMetadata_62,pubMetadata_71,pubMetadata_72,pubMetadata_81,pubMetadata_82,pubMetadata_83,pubMetadata_91,pubMetadata_92,pubMetadata_93,pubMetadata_other,pubMethod_1,pubMethod_2,pubMethod_3,pubMethod_other,pubMotivation_1,pubMotivation_2,pubMotivation_3,pubMotivation_4,pubMotivation_5,pubMotivation_6,pubMotivation_7,pubMotivation_other,pubObstaclesA_0,pubObstaclesA_1,pubObstaclesA_2,pubObstaclesA_3,pubObstaclesA_4,pubObstaclesA_5,pubObstaclesA_6,pubObstaclesA_7,pubObstaclesA_other,pubObstaclesB_0,pubObstaclesB_1,pubObstaclesB_2,pubObstaclesB_3,pubObstaclesB_4,pubObstaclesB_5,pubObstaclesB_6,pubObstaclesB_7,pubObstaclesB_other,pubRepo_1,pubRepo_2,pubRepo_3,pubRepo_4,pubRepo_5,researchArea,researchAreaAGRI,researchAreaAGRI_other,researchAreaBIO,researchAreaBIO_other,researchAreaCHEM,researchAreaCHEM_other,researchAreaGEO,researchAreaGEO_other,researchAreaING,researchAreaING_other,researchAreaLIFE,researchAreaLIFE_other,researchAreaMATH,researchAreaMATH_other,researchAreaMED,researchAreaMED_other,researchAreaPHYS,researchAreaPHYS_other,researchAreaPSYCH,researchAreaPSYCH_other,researchArea_other,researchFieldHGF,seed,servFormat_1,servFormat_2,servFormat_3,servFormat_4,servFormat_5,servFormat_6,servNeeds_sub_0,servNeeds_sub_1,servNeeds_sub_2,servNeeds_sub_3,servNeeds_sub_4,servNeeds_sub_5,servNeeds_sub_6,servNeeds_sub_7,servNeeds_sub_8,servNeeds_sub_9,servNeeds_sub_other,software_1,software_2,software_3,startlanguage,submitdate,yearsInResearch,centerAffiliation_short,Hub,Unnamed: 270,Unnamed: 271,researchAreaCombined,researchAreaWithLife
10,10,10,Postdoc,,Helmholtz Centre for Environmental Research (UFZ),,,,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,,,,,,,,,,,,,,field-based monitoring,"environemntal data from GIS, shared field-based environmental data",,,,,,,,False,False,False,False,True,,,,I don't know.,2,5,No,No,No,Yes,,all,all,,,all,,,,,,all,all,,,all,,,,,True,True,False,False,True,False,False,False,,False,False,False,True,,,,,,,,,,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,22,917.82,5,Yes,,,,,,,,,,,,,Yes,75,,True,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,,True,False,False,False,True,False,False,,False,False,False,False,False,False,False,True,,,,,,,,,,,DataOne,,,,,Life Science,,,Ecology,,,,,,,,Biology,,,,,,,,,,,Earth and Environment,2015255606,very interested,very interested,very interested,very interested,very interested,very interested,False,True,True,True,True,True,True,True,True,True,,R,Microsoft Office,,en,1980-01-01 00:00:00,More than 10 years,UFZ,E&E,,,Ecology,Biology
11,11,11,Research associate,,Helmholtz-Zentrum Dresden-Rossendorf (HZDR),,,,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,,(Fluoreszenz)mikroskopie,Elektronenmikroskopie,Heliumionenmikroskopie,UV/VIS-Spektroskopie,Elementanalytik,Massenspektrometrie,,,,,,,,,,,,,,,,True,True,False,False,False,,,,1 GB - 10 GB,2,4,No,Yes,Yes,Yes,,none,all,none,none,all,,,,,,all,all,all,all,all,,,,,True,True,True,True,True,False,False,False,,False,True,False,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I am familiar with the FAIR data guidelines.,,23,965.31,5,Yes,,,,,,,,,,,,,Yes,40,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,,,,,,,,,,True,True,False,,True,False,False,True,True,False,False,,True,,,,,,,,,,,,,,,,,,RODARE,,,,,Life Science,,,Biotechnology,,,,,,,,Biology,,,,,,,,,,,Earth and Environment,259140084,very interested,very interested,very interested,very interested,very interested,,False,False,False,True,False,True,False,False,False,True,,Microsoft Office,ChemDraw,MicroCal,de,1980-01-01 00:00:00,More than 10 years,HZDR,E&E,,,Biotechnology,Biology
12,12,12,Research associate,,German Research Centre for Geosciences (GFZ),,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,bla,,,,,,,,,,,,False,False,False,True,False,,,,1 GB - 10 GB,,,No,No,Yes,No,,none,,,,,,,,,Yes,some of them,,,,,,,,,True,False,False,False,False,False,False,False,,False,True,True,True,b,False,True,False,False,False,False,False,,False,True,False,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,Yes,,I am familiar with the FAIR data guidelines.,,24,431.41,4,,,,,,,,,,,,,,Yes,25,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,False,True,False,,True,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,,,,,,,,,,,Repositorien ,,,,,Earth Science,,,,,,,Geology,,,,,,,,,,,,,,,Earth and Environment,1957577183,,,,,,,,,,,,,,,,,,,,,de,,More than 10 years,GFZ,E&E,,,Geology,Earth Science
13,13,13,PhD student,,German Aerospace Center (DLR),,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,department-specific format,synthetic aperture radar signal processing,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,,,,100 GB - 1000 GB (1 TB),1,5,Yes,No,No,No,,none,,,,,,,,,,all,,,,,,,,,True,False,False,False,False,False,False,False,,False,True,False,False,,,,,,,,,,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,This is the first time I have heard about the FAIR data guidelines.,,25,423.36,5,,,,,,,,,,,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,True,False,,,,,,,Earth Science,,,,,,,Environmental Science,,,,,,,,,,,,,,,Earth and Environment,445853475,moderately interested,very interested,moderately interested,not interested,very interested,moderately interested,False,False,False,False,False,False,False,True,True,False,,Python,Google Earth,,en,1980-01-01 00:00:00,Less than 1 year,DLR,E&E,,,Environmental Science,Earth Science
14,14,14,Research associate,,German Aerospace Center (DLR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am familiar with the FAIR data guidelines.,,26,73.33,1,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,Meteorology,,,,,Earth and Environment,1355608053,,,,,,,,,,,,,,,,,,,,,de,,More than 10 years,DLR,E&E,,,Meteorology,Physics
15,15,15,Postdoc,,German Aerospace Center (DLR),,,,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,,,,,Spektroskopie,Massenspektrometrie,,,,,,,,,,,,,,,,,False,True,False,False,False,,,,100 MB - 1000 MB (1 GB),2,2,No,Yes,No,Yes,,none,none,none,,none,,,,,,some of them,all,some of them,,all,,,,,True,True,True,False,True,False,False,False,,True,,,,,,,,,,,,,False,False,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,This is the first time I have heard about the FAIR data guidelines.,,28,581.39,5,No,,,,,,,,,,,,,Yes,90,False,False,True,False,True,True,True,True,True,True,False,False,False,,,False,True,,,,,,,,,,False,True,False,,False,False,False,True,True,False,False,Das Journal hat es verlangt.,False,False,True,False,False,False,False,True,,,,,,,,,,,Zenodo,Pangaea,,,,Physics,,,,,,,,,,,,,,,,,Meteorology,,,,,Earth and Environment,767931273,moderately interested,very interested,not interested,not interested,very interested,not interested,False,False,True,False,True,False,False,False,True,True,,Matlab,Python,Word,de,1980-01-01 00:00:00,7 to 10 years,DLR,E&E,,,Meteorology,Physics
16,16,16,Research associate,,German Aerospace Center (DLR),,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,Satellitenbilder,Luftbilder,,,,,Wasserverteilung in Geländemodellen,Sichtbarkeit/Abschattung in Geländemodellen,Temperaturverläufe Tag/Monat/Jahr,,,,,,,,,,,,,True,False,True,False,False,,,,1 GB - 10 GB,2,4,No,No,Yes,No,,,all,,some of them,some of them,,,,,,,all,,some of them,some of them,,,,,False,True,False,True,True,False,False,False,,False,True,True,True,,,,,,,,,,False,True,True,False,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,This is the first time I have heard about the FAIR data guidelines.,"Am DLR werden an vielen Instituten immer wieder gleiche oder ähnliche Daten gekauft, erfasst und/oder archiviert.
Eine zentrale - in unserem Fall - Geodateninfrastruktur wie sie z.B. aktuell und weiterhin im Projekt ""Digitaler Atlas"" erstellt wird, wäre ein wichtiger Ansatz.
Das Problem ist, dass immer nach Ende eines Projekts keine (langfristigen) Mittel mehr zur Verfügung stehen und alles dort entwickelte verschwindet mit den Forschern, die nur wenige-Jahres-Verträge für einzelne Projekte bekommen. Diese kurzsichtige Denkweise steht somit zusammen mit der Forderung nach hohen Drittmittelquoten jeder Art von nachhaltiger und langfristiger Nutzung von Daten, Software und Wissen konträr entgegen.
Ziel muss also eine langfristige, nachhaltige Bereitstellung einer gepflegten Infrastruktur für die Langzeit-Archivierung und den zumindest für die gesamte Forschungseinrichtung offenen Langzeit-Zugriff auf Daten sein.
Das Problem bei zugrundeliegenden Originaldaten (z.B. Satellitenbilder oder Daten von Landesvermessungsämtern) ist die Nutzungs-Lizenz, die normalerweise nur für genau dieses eine Projekt besteht. Somit darf man diese nicht lokal nach Projektende speichern. Will man später Forschungsarbeiten reproduzieren, muss man wieder eine Lizenz der Daten erwerben, erhält aber meist nicht mehr die identischen Daten sondern eine reprozessierte oder neuere Version, mit der sich die Forschungsarbeiten oft nicht reproduzieren lassen.
Besteht hier eine Möglichkeit andere Lizenzvereinbarungen für die langfristige Sicherstellung von Forschungsergebnissen zu erhalten?
Neben der Technik und einer nachhaltigen Infrastruktur ist aber auch das Zusammenbringen der Forscher, die bestimmte Arten von Daten an vielen verschiedenen Instituten und aus vielen verschiedenen Richtungen wichtig, die oft nichts voneinander wissen.

",29,1621.58,5,Yes,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,True,False,,,,,,,Earth Science,,,,,,,Geography,,,,,,,,,,,,,,,Earth and Environment,1689860028,moderately interested,moderately interested,not interested,very interested,moderately interested,not interested,False,True,True,False,True,False,True,True,True,True,,XDibias,Python,CATENA,de,1980-01-01 00:00:00,More than 10 years,DLR,E&E,,,Geography,Earth Science
17,17,17,Principal Investigator,,German Aerospace Center (DLR),,,,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,,,,,,,,numerische Modelle,,,,,,,,,,,,,,,False,False,True,False,False,,,,> 1 TB,,4,No,No,Yes,Yes,,all,all,all,all,all,all,,none,,,all,all,all,all,all,all,,all,,True,True,True,True,True,True,False,True,,False,False,False,True,,,,,,,,,,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,30,446.03,5,Yes,,,,,,,,,,,,,Yes,50,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,,,,False,False,False,,True,True,False,,True,False,False,True,False,True,False,,False,False,True,False,False,True,False,True,,,,,,,,,,,Copernicus Atmospheric Data Store,,,,,Physics,,,,,,,,,,,,,,,,,,,,,Energieforschung,Earth and Environment,806093447,not interested,moderately interested,moderately interested,not interested,moderately interested,moderately interested,False,False,False,True,False,False,True,True,True,True,,Fortran,IDL,Python,de,1980-01-01 00:00:00,More than 10 years,DLR,E&E,,,,Physics
18,18,18,,,Helmholtz Center for Information Security (CISPA),,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,,False,False,False,False,,,,,,,,,,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,31,142.54,5,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,Psychology,,,,,,,,,,,,,,,,,,,Other,,,Earth and Environment,143894596,,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,de,1980-01-01 00:00:00,7 to 10 years,CISPA,E&E,,,Other,Psychology
19,19,19,PhD student,,German Aerospace Center (DLR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is the first time I have heard about the FAIR data guidelines.,,33,81.59,1,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,Meteorology,,,,,Earth and Environment,353407574,,,,,,,,,,,,,,,,,,,,,de,,4 to 6 years,DLR,E&E,,,Meteorology,Physics
20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth and Environment,742787851,,,,,,,,,,,,,,,,,,,,,de,,,,E&E,,,,
21,21,21,Postdoc,,German Aerospace Center (DLR),,,,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,,,,,Preprocessing Remote sensing data,,,RTM,,,,,,,,,,,,,,,False,True,True,False,False,,,,,2,2,No,No,Yes,No,,none,none,,,none,,,,,,some of them,some of them,,,all,,,,,True,True,False,False,True,False,False,False,,False,False,False,True,,,,,,,,,,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,I am familiar with the FAIR data guidelines.,,35,944.92,5,Yes,,,,,,,,,,,,,,30,False,False,True,False,False,True,True,False,False,,,,,,,True,True,,,,,,,,,,False,True,False,,True,False,False,False,False,True,False,,False,False,False,True,False,False,False,False,,,,,,,,,,,Institutional/departmental,,,,,Earth Science,,,,,,,Atmospheric Science,,,,,,,,,,,,,,,Earth and Environment,932627674,very interested,very interested,moderately interested,very interested,very interested,moderately interested,False,False,True,True,True,True,True,False,True,True,,Python,Fortran,,en,1980-01-01 00:00:00,More than 10 years,DLR,E&E,,,Atmospheric Science,Earth Science
22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth and Environment,647572717,,,,,,,,,,,,,,,,,,,,,de,,,,E&E,,,,
23,23,23,Research associate,,Forschungszentrum Jülich (FZJ),,,,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,,,,,,,,Verwendung von Wettermodellen,Lagrangesche Transportmodelle,Machine Learning und Klimadaten,,,,,,,,,,,,,False,False,True,False,False,,,,> 1 TB,4,4,No,Yes,Yes,Yes,,,all,all,,all,,,,,,,all,all,,all,,,,,False,True,True,False,True,False,False,False,,False,False,False,True,,,,,,,,,,False,True,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,37,784.58,5,Yes,,,,,,,,,,,,,Yes,70,,True,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,Earth Science,,,,,,,Atmospheric Science,,,,,,,,,,,,,,,Earth and Environment,553903881,very interested,very interested,very interested,very interested,very interested,very interested,False,False,False,False,True,True,True,False,True,True,,Jupyter Notebooks + Python,Bash Skripte ,F90 Code,de,1980-01-01 00:00:00,More than 10 years,FZJ,E&E,,,Atmospheric Science,Earth Science
24,24,24,Other,Scientific coordinator,Forschungszentrum Jülich (FZJ),,,,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,,,,,Omics,fluorescence measurements,growth experiments,,,,,,,,,,,,,,,,False,True,False,False,False,,,,10 GB - 100 GB,1,3,No,No,Yes,Yes,,none,none,all,all,none,,,,,No,all,all,all,all,all,,,all,,True,True,True,True,True,True,False,True,,True,,,,,False,True,True,True,True,False,False,,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,38,1808.2,5,Yes,,,,,,,,,,,,,Yes,100,,True,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,,True,False,False,False,True,False,False,,False,False,True,False,False,False,False,False,,,,,,,,,,,GEO,,,,,Life Science,,,Bioinformatics,,,,,,,,Biology,,,,,,,,,,,Earth and Environment,1601956721,very interested,very interested,moderately interested,very interested,very interested,moderately interested,False,False,False,True,True,True,False,False,False,False,,R,Galaxy platform,Spreadsheets,en,1980-01-01 00:00:00,7 to 10 years,FZJ,E&E,,,Bioinformatics,Biology
25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth and Environment,1904266275,,,,,,,,,,,,,,,,,,,,,de,,,,E&E,,,,
26,26,26,Other,Befristeter Projetkleiter*in aka Postdoc,Helmholtz-Zentrum Hereon,,,,False,True,True,True,False,True,True,False,True,True,False,False,True,False,True,,,,,,,,Klimasimulation,Statistische Modelle,Empirische Modelle,,,,,,,Statistische Analysen,,,,,,False,False,True,False,False,,Statistische Analysen existierender Daten,Statistische Analysen existierender Daten,1 GB - 10 GB,5,4,Yes,Yes,No,Yes,,,,,,,,,,none,,,,,,,,,,,False,False,False,False,False,False,False,False,Unklar,False,False,False,True,"Selbst wenn ich digtiale Textdokkumente angekreuzt habe, ist die Qualität äquivalent zu ""es erfolgt keine Dokumentation""",,,,,,,,,False,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,40,782.05,5,I don't know,,,,,,,,,,,,,Yes,50,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,,True,True,False,False,True,False,False,,False,False,True,False,False,True,False,False,,,,,,,,,,,osf.io,figshare,,,,Earth Science,,,,,,,Other,Klimatologie,,,,,,,,,,,,,,Earth and Environment,1566955387,moderately interested,very interested,moderately interested,moderately interested,very interested,moderately interested,False,False,True,True,True,True,True,True,True,True,,R,Command Line,Tabellenkalkulation,de,1980-01-01 00:00:00,More than 10 years,Hereon,E&E,,,Other,Earth Science
27,27,27,Research associate,,Forschungszentrum Jülich (FZJ),,,,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,,,,10 GB - 100 GB,2,4,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,,False,False,False,True,,,,,,,,,,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,This is the first time I have heard about the FAIR data guidelines.,,41,880.17,5,Yes,,,,,,,,,,,,,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,False,False,False,False,False,False,False,Vorgaben von  wissenschaftlicher Zeitschriften,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,Earth Science,,,,,,,Atmospheric Science,,,,,,,,,,,,,,,Earth and Environment,649723032,,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,de,1980-01-01 00:00:00,More than 10 years,FZJ,E&E,,,Atmospheric Science,Earth Science
28,28,28,Principal Investigator,,Alfred-Wegener-Institute (AWI),,,,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,,,,,,,,,,,,,,,,,Geophysikalische Messungen,,,,,,False,False,False,False,False,,Direkte Messung physikalischer Parameter,Direkte Messung physikalischer Parameter,100 GB - 1000 GB (1 TB),1,2,No,No,Yes,Yes,,none,none,none,,none,none,,,,No,all,all,some of them,,all,all,,,,True,True,True,False,True,True,False,False,,False,False,False,True,,False,False,False,False,True,False,True,,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,42,944.13,5,Yes,,,,,,,,,,,,,Yes,30,False,False,True,True,True,True,True,True,True,True,True,False,False,,,True,True,True,False,,,,,,,,False,True,False,,False,False,False,True,True,False,False,,False,False,True,False,False,True,False,False,,,,,,,,,,,PANGAEA,GEOFON,,,,Earth Science,,,,,,,Geophysics,,,,,,,,,,,,,,,Earth and Environment,1181576617,,,,,,,True,,,,,,,,,,,"Python, Obspy",Generic Mapping Tools,"Unix-Skripte, z.B. csh, awk",de,1980-01-01 00:00:00,More than 10 years,AWI,E&E,,,Geophysics,Earth Science
29,29,29,Postdoc,,Forschungszentrum Jülich (FZJ),,,,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,,,,,,,,Modeling,,,,,,,,,Sensors,,,,,,False,False,True,False,False,,Observation,Observation,1 GB - 10 GB,3,3,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,False,,False,False,False,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,"After the question ""Which information (""metadata"") do you typically document in a digital way?"" I had to give up this survey - I believe it is too much for me as a non meta data experts with not too heavy interest into this topic. Meta data is nice, data is better.",43,411.28,5,No,,,,,,,,,,,,,Yes,50,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,True,True,True,False,False,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,Earth Science,,,,,,,Soil Science,,,,,,,,,,,,,,,Earth and Environment,48204741,,,,,,,True,,,,,,,,,,,Microsoft Office,R,,en,1980-01-01 00:00:00,7 to 10 years,FZJ,E&E,,,Soil Science,Earth Science
30,30,30,Postdoc,,German Research Centre for Geosciences (GFZ),,,,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,,1 GB - 10 GB,2,3,No,Yes,Yes,No,,none,none,,,,,,,,,some of them,some of them,,,,,,,,True,True,False,False,False,False,False,False,,False,False,False,True,,,,,,,,,,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,44,1556.37,5,Yes,,,,,,,,,,,,,Yes,90,False,False,True,True,False,False,True,False,True,,,,,,,,,,,,,,,,,,True,True,False,,True,False,False,False,True,False,False,,False,False,True,True,False,True,False,False,,,,,,,,,,,EMBL ENA,SRA,PANGAEA,,,Earth Science,,,,,,,Environmental Science,,,,,,,,,,,,,,,Earth and Environment,252120431,very interested,moderately interested,moderately interested,moderately interested,very interested,moderately interested,False,True,True,True,True,True,True,True,False,False,,,,,en,1980-01-01 00:00:00,7 to 10 years,GFZ,E&E,,,Environmental Science,Earth Science
