# Dataset: HMC Survey 2021 Data
# Title: Helmholtz Metadata Collaboration Survey 2021
# Description: Survey data on research data management practices within the Helmholtz Association
# Year: 2021
# Source: Helmholtz Metadata Collaboration
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Last Updated: 2021
# Contact: For questions about this dataset, please refer to the project repository
# Format: CSV (Comma-Separated Values)
# Encoding: UTF-8
# This dataset is identical to the following original publication: Arndt, W., Gerlich, S. C., Hofmann, V., Kubin, M., Kulla, L., Lemster, C., Mannix, O., Nolden, M., Rink, K., Schweikert, J., Shankar, S., Söding, E., Steinmeier, L., & Suess, W. (2022). HMC Community Survey 2021 (Version 1.0.0) [Data set]. GESIS, Cologne. https://doi.org/10.7802/2433.
"id","DTPUB1b/1","DTPUB1b/2","DTPUB1b/3","DTPUB1b/other","DTPUB3/1","DTPUB3/2","DTPUB3/3","DTPUB3/4","DTPUB3/5","DTPUB3/6","DTPUB3/7","DTPUB3/other","DTPUB4a/0","DTPUB4a/1","DTPUB4a/2","DTPUB4a/3","DTPUB4a/4","DTPUB4a/5","DTPUB4a/6","DTPUB4a/7","DTPUB4a/other","DTPUB4b/0","DTPUB4b/1","DTPUB4b/2","DTPUB4b/3","DTPUB4b/4","DTPUB4b/5","DTPUB4b/6","DTPUB4b/7","DTPUB4b/other","DTPUB5/1","DTPUB5/2","DTPUB5/3","DTPUB5/4","DTPUB5/5","DTPUB6/1","DTPUB7/1","DTPUB7/21","DTPUB7/22","DTPUB7/23","DTPUB7/24","DTPUB7/31","DTPUB7/32","DTPUB7/33","DTPUB7/41","DTPUB7/42","DTPUB7/43","DTPUB7/44","DTPUB7/51","DTPUB7/52","DTPUB7/61","DTPUB7/62","DTPUB7/71","DTPUB7/72","DTPUB7/81","DTPUB7/82","DTPUB7/83","DTPUB7/91","DTPUB7/92","DTPUB7/93","DTPUB7/other","DTPUB7/0","interviewtime/_","lastpage/_","PERBG1/_","PERBG1/other","PERBG2/_","PERBG3/_","PERBG3/other","PERBG3AGRI/_","PERBG3AGRI/other","PERBG3BIO/_","PERBG3BIO/other","PERBG3CHEM/_","PERBG3CHEM/other","PERBG3GEO/_","PERBG3GEO/other","PERBG3ING/_","PERBG3ING/other","PERBG3LIFE/_","PERBG3LIFE/other","PERBG3MATH/_","PERBG3MATH/other","PERBG3MED/_","PERBG3MED/other","PERBG3PHYS/_","PERBG3PHYS/other","PERBG3PSYCH/_","PERBG3PSYCH/other","PERBG4/_","PERBG6/_","PERBG6/other","PERBG7/_","PERBG8/_","RDMPR1/1","RDMPR1/2","RDMPR1/3","RDMPR1/0","RDMPR1/other","RDMPR10/1","RDMPR10/2","RDMPR10/3","RDMPR11/0","RDMPR11/1","RDMPR11/4","RDMPR11/5","RDMPR11/6","RDMPR11/7","RDMPR11/8","RDMPR11/9","RDMPR11/other","RDMPR12/1","RDMPR12/2","RDMPR12/3","RDMPR12/4","RDMPR12/5","RDMPR12/6","RDMPR12/0","RDMPR12/other","RDMPR3/1","RDMPR3/2","RDMPR3/3","RDMPR3/other","RDMPR3/0","RDMPR4/_","RDMPR5/_","RDMPR6/1","RDMPR6/2","RDMPR6/3","RDMPR6/4","RDMPR6/5","RDMPR6/6","RDMPR6/7","RDMPR6/8","RDMPR6/9","RDMPR6/10","RDMPR6/11","RDMPR6/12","RDMPR6/13","RDMPR6/14","RDMPR6/15","RDMPR6/16","RDMPR6/17","RDMPR6/18","RDMPR6/19","RDMPR6/20","RDMPR6/21","RDMPR6/22","RDMPR6/23","RDMPR6/24","RDMPR6/25","RDMPR6/26","RDMPR6/other","RDMPR7/2","RDMPR7/3","RDMPR7/4","RDMPR7/5","RDMPR7/6","RDMPR7/7","RDMPR7/8","RDMPR7/9","RDMPR7/other","RDMPR8/2","RDMPR8/3","RDMPR8/4","RDMPR8/5","RDMPR8/6","RDMPR8/7","RDMPR8/8","RDMPR8/9","RDMPR8/10","RDMPR9/2","RDMPR9/3","RDMPR9/4","RDMPR9/5","RDMPR9/6","RDMPR9/7","RDMPR9/8","RDMPR9/9","RDMPR9/10","RSDP1/1A2","RSDP1/3A4","RSDP10/_","RSDP11/_","RSDP1b/1","RSDP1c/1","RSDP1c/2","RSDP1c/3","RSDP1c/4","RSDP1c/5","RSDP1c/6","RSDP1c/7","RSDP1c/8","RSDP1c/9","RSDP1c/10","RSDP1c/11","RSDP1c/other","RSDP2/1","RSDP2/2","RSDP2/3","RSDP2/4","RSDP2/5","RSDP2/6","RSDP2/other","RSDP2b/1-1","RSDP2b/1-2","RSDP2b/1-3","RSDP2b/2-1","RSDP2b/2-2","RSDP2b/2-3","RSDP2b/3-1","RSDP2b/3-2","RSDP2b/3-3","RSDP2b/4-1","RSDP2b/4-2","RSDP2b/4-3","RSDP2b/5-1","RSDP2b/5-2","RSDP2b/5-3","RSDP2b/6-1","RSDP2b/6-2","RSDP2b/6-3","RSDP2b/7-1","RSDP2b/7-2","RSDP2b/7-3","RSDP3/1","RSDP3/2","RSDP3/3","RSDP3/4","RSDP3/5","RSDP3/6","RSDP3/7","RSDP3/8","RSDP3/9","RSDP3/10","RSDP3/11","RSDP3/12","RSDP3/13","RSDP3/14","RSDP3/15","RSDP3/other","RSDP4/_","RSDP7/_","RSDP8/_","SERVC1/1","SERVC1/2","SERVC1/3","SERVC1/4","SERVC1/5","SERVC1/6","SERVC1/7","SERVC1/8","SERVC1/9","SERVC1/other","SERVC1/0","SERVC2/1","SERVC2/2","SERVC2/3","SERVC2/4","SERVC2/5","SERVC2/6","submitdate/_"
"20","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","424.81","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","","Softwareentwicklung","","","","","","","","","","","7 to 10 years","Research Associate","","","Familiar with FAIR","","True","","","","Python","Git","","","True","","","True","True","","","","","","","","","","","","","True","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","True","","","","","","Some of them","","","Some of them","","","","","","Some of them","","","Some of them","","","","","Purely simulated","Purely reused","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","True","True","True","","True","True","","","100 MB - 1000 MB (1 GB)","","","","","True","","","True","","True","","","very interested","very interested","moderately interested","not interested","moderately interested","not interested","1980-01-01 00:00:00"
"21","","True","","","True","True","","True","","","","","","","True","True","","","","","","","","","","","","","","","Institutional Repository","","","","","30.0","","","","True","True","True","True","","True","True","True","True","","True","","","","","","","","","","","","","398.98","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Mechanical Engineering","","","","","","","","","","","","4 to 6 years","PhD candidate","","","Familiar with FAIR","","","True","","","Anonymized","Anonymized","LaTeX","","","","True","True","","","","","","","","","","","","","True","","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","","","","","All","All","All","All","All","","","","","Some of them","Some of them","Some of them","Some of them","None","","","","","Purely measured","Purely generated","Yes","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","True","","","True","","","True","True","True","True","","","","> 1 TB","","","","True","","True","","","True","","","","very interested","very interested","very interested","moderately interested","very interested","moderately interested","1980-01-01 00:00:00"
"23","","True","","","","","","True","True","True","","","","","True","True","True","","","","","","","","","","","","","","Institutional Repository","","","","","100.0","","","","True","True","True","True","True","True","True","True","True","","True","True","True","","","","","","","","","","","336.16","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Process Engineering","","","","","","","","","","","","4 to 6 years","PhD candidate","","","Familiar with FAIR","","True","True","","","ImageJ","MATLAB / Simulink","Mathematica","","True","True","True","","","","","","","","","","","","","","","True","True","","","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","","","","","All","All","All","All","All","","","","","None","Some of them","Some of them","None","None","","","","","Purely measured","Mostly generated","Yes","","30.0","","","","","","","","","","","","Anonymized","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","","","","","100 GB - 1000 GB (1 TB)","","","True","True","True","","","True","","True","","","very interested","very interested","very interested","moderately interested","moderately interested","moderately interested","1980-01-01 00:00:00"
"25","","","","Other","","","","True","","","","","","","True","True","","","","","","","","","","","","","","","","","","","","10.0","","","","True","True","True","True","True","","","","","","","","","","","","","","","","","","","452.94","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Energy Engineering","","","","","","","","","","","","7 to 10 years","Research Associate","","","Not familiar with FAIR","","True","","","","Excel (Spreadsheets)","ANSYS","","","True","","","","","","","","","","True","","","","","Use of Standard","True","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","","","All","Some of them","","","","","","","","None","None","","","","","","","","Equally measured and simulated","Equally generated and reused","Yes","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","True","","True","True","","","","True","True","True","","","","I don't know","","","","","","","True","","True","","","","moderately interested","very interested","moderately interested","moderately interested","moderately interested","moderately interested","1980-01-01 00:00:00"
"28","","True","","","","True","","True","","True","","","","","","","","","True","","","","","","","","","","","","Gitlab / GitHub","","","","","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","800.95","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Energy Engineering","","","","","","","","","","","","More than 10 years","Principal Investigator","","","Not familiar with FAIR","","","","","Centrally (internal server)","Python","Anonymized","","","","","","","True","","","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","True","","","","All","Some of them","All","All","All","All","","","","None","None","None","None","Some of them","None","","","","","Mostly generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","True","","","True","","","","","True","","","I don't know","","","True","True","True","","","True","True","True","","","very interested","very interested","very interested","very interested","very interested","very interested","1980-01-01 00:00:00"
"31","","","","","","","","","","","","","","","","","","","","","","True","","","","","","True","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","955.93","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","","Umweltwissenschaften","","","","","","","","","","","7 to 10 years","Research Associate","","","Familiar with FAIR","","True","","","","Excel (Spreadsheets)","Python","Anonymized","True","","","","","","","","","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","","","All","All","","","","","","","","None","None","","","","","","","","Purely simulated","Purely reused","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","True","True","True","","True","","","","100 MB - 1000 MB (1 GB)","","True","","","True","True","","True","True","","","","moderately interested","very interested","not interested","not interested","very interested","not interested","1980-01-01 00:00:00"
"33","True","True","","","","True","","","True","True","","","","","","True","","","","","","","","","","","","","","","OSF","","","","","80.0","","True","True","","","True","","","","","","","","","","","","","","","","","","","","","284.96","Completed the survey","Anonymized","Anonymized","Energy","","Umwelt","","","","","","","","","","","","","","","","","","","","","More than 10 years","Principal Investigator","","","Apply FAIR","True","","","","","R","Python","Java","","True","True","","True","","","","","True","","True","","","","","","","","","Digital text","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","","","","","","Some of them","All","None","","","","","","","None","None","None","","","","","","","Purely simulated","Purely reused","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","True","","","True","","","","","","","True","","","","100 MB - 1000 MB (1 GB)","","True","True","","","","True","","","","","","moderately interested","very interested","moderately interested","moderately interested","moderately interested","moderately interested","1980-01-01 00:00:00"
"34","True","","","","","","","True","","","","","","","True","","","","","","","","","","","","","","","","","","","","","5.0","","True","True","","","True","","True","","","","","","","True","True","True","","","","","","","","","","665.26","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Energy Engineering","","","","","","","","","","","","Less than 1 year","PhD candidate","","","Familiar with FAIR","","True","","","","Jupyter","LaTeX","QGIS/GDAL","","","","True","","True","","","","","","","","","","","","","","","Source code and scripts","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","True","","","","All","All","All","All","All","All","","","","None","Some of them","None","None","None","None","","","","Purely simulated","Mostly reused","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","True","True","","","","","True","True","True","","True","","","","I don't know","","True","True","True","True","True","True","True","True","True","","","very interested","very interested","moderately interested","moderately interested","moderately interested","moderately interested","1980-01-01 00:00:00"
"36","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","573.3","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Energy Engineering","","","","","","","","","","","","4 to 6 years","PhD candidate","","","Not familiar with FAIR","True","True","","","","Python","OriginLab","Excel (Spreadsheets)","","True","True","","","","","","","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","All","","","","","","","","","None","","","","","","","","","Equally measured and simulated","Mostly generated","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","True","True","","True","","","","100 MB - 1000 MB (1 GB)","","","","","","","True","","","","","","moderately interested","very interested","moderately interested","very interested","very interested","moderately interested","1980-01-01 00:00:00"
"37","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","431.07","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Energy Engineering","","","","","","","","","","","","7 to 10 years","Research Associate","","","Familiar with FAIR","True","True","","","","Anonymized","Python","Git","","True","True","","","","","","","","","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","True","","","","","","","","","","","","","","None","","","","None","","","","","Mostly simulated","Purely reused","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","True","","","","","True","","","","","","1 GB - 10 GB","","","","","","","","","","","","","not interested","very interested","very interested","not interested","not interested","moderately interested","1980-01-01 00:00:00"
"38","True","True","","","True","","","","True","True","","","True","","","","","","","","","","","","","","","","","","Institutional Repository","","","","","10.0","","True","","True","True","True","","True","","","","","True","","True","","","","","","","","","","","","635.54","Completed the survey","Anonymized","Anonymized","Energy","Physics","","","","","","","","","","","","","","","","","","Atomic, Molecular, Optical and Plasma Physics","","","","More than 10 years","Research Associate","","","Apply FAIR","","True","","","","Anonymized","Anonymized","LabVIEW","True","","","","","","","","","True","True","","","","","","","","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","True","True","","","","","All","All","","None","All","","","","","None","All","","None","None","","","","","Mostly measured","Purely generated","Yes","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","True","","","","","","","< 100 MB","","","","","","True","","","True","","","","moderately interested","very interested","moderately interested","not interested","very interested","moderately interested","1980-01-01 00:00:00"
"41","","","","","","","","","","","","","","","","","","","","","","","","True","","","True","","True","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","1644.75","Completed the survey","Anonymized","Anonymized","Energy","Physics","","","","","","","","","","","","","","","","","","Condensed Matter Physics","","","","More than 10 years","Research Associate","","","Not familiar with FAIR","True","True","","","","Excel (Spreadsheets)","OriginLab","Python","","True","","True","","","","","","True","","","","","","","","","True","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","All","","","","","","","","","None","","","","","","","","Mostly measured","Mostly generated","Yes","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","True","","","","","True","","True","","","","100 MB - 1000 MB (1 GB)","","","","True","","True","","","","","","","very interested","very interested","moderately interested","not interested","not interested","very interested","1980-01-01 00:00:00"
"43","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","371.98","Completed the survey","Anonymized","Anonymized","Energy","Physics","","","","","","","","","","","","","","","","","","Atomic, Molecular, Optical and Plasma Physics","","","","1 to 3 years","Research Associate","","","Not familiar with FAIR","","True","","","","","","","","","","","True","","","","","True","","True","True","","","","","","True","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","True","","","","","All","All","","","All","","","","","Some of them","Some of them","","","Some of them","","","","","Mostly measured","Mostly generated","Yes","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","True","True","True","","","","","True","","","","","","I don't know","","","","","","","","","","","","","very interested","very interested","moderately interested","moderately interested","very interested","moderately interested","1980-01-01 00:00:00"
"44","True","","","","","True","","True","","","","","","True","True","","","True","True","True","","","","","","","","","","","","","","","","10.0","","","","True","True","True","True","","","","","","","","","","","","","","","","","","","","682.57","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","","Batteriematerialien","","","","","","","","","","","More than 10 years","Postdoc","","","Familiar with FAIR","","True","","","","IDL","MATLAB / Simulink","Python","","True","","","True","True","","","","","","","","","","","","True","","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","","","Some of them","Some of them","","","","","","","","None","None","","","","","","","","Mostly measured","Purely generated","Yes","","80.0","","True","True","","","True","","","","","","Anonymized","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","","","","True","True","","","100 GB - 1000 GB (1 TB)","","True","True","","True","","","True","","","","","moderately interested","very interested","moderately interested","moderately interested","not interested","very interested","1980-01-01 00:00:00"
"46","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","Lack of incentives","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","2872.46","Completed the survey","Anonymized","Anonymized","Energy","Physics","","","","","","","","","","","","","","","","","","Condensed Matter Physics","","","","More than 10 years","Research Associate","","","Familiar with FAIR","True","True","","","","OriginLab","IGOR","Office Software (unspecified)","","True","","","True","","","","","","","","","","","","","True","","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","","","","","","Some of them","Some of them","Some of them","","","","","","","Some of them","Some of them","Some of them","","","","","","","Mostly measured","Mostly generated","Yes","","10.0","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","","","","","","","","100 MB - 1000 MB (1 GB)","","True","True","","","True","True","","True","True","","","very interested","very interested","very interested","moderately interested","moderately interested","very interested","1980-01-01 00:00:00"
"47","","True","","","","","","","True","","","","","","True","True","","","","","","","","","","","","","","","Institutional Repository","Gitlab / GitHub","","","","15.0","","","","True","True","","","","","","","","","","","","","","","","","","","","","","723.36","Completed the survey","Anonymized","Anonymized","Energy","Physics","","","","","","","","","","","","","","","","","","Nanotechnology","","","","More than 10 years","Principal Investigator","","","Familiar with FAIR","","True","","","","Anonymized","Python","OriginLab","","True","","True","","","","","","","","","","","","","","True","","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","All","","","","","","","","","None","","","","","","","","","Equally measured and simulated","Mostly generated","Yes","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","True","","","True","","","","1 GB - 10 GB","","True","","True","True","","True","","True","True","","","moderately interested","moderately interested","moderately interested","not interested","not interested","very interested","1980-01-01 00:00:00"
"49","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","497.41","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Materials Engineering","","","","","","","","","","","","More than 10 years","Principal Investigator","","","Apply FAIR","True","","","","","Python","Anonymized","Anonymized","","","","","True","","","","","","","","","","","","","True","","","","","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","True","True","","","","","Some of them","","Some of them","Some of them","Some of them","","","","","None","","All","None","None","","","","","Mostly measured","Purely generated","Yes","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","True","","True","","","","True","","","True","True","","","100 MB - 1000 MB (1 GB)","","","","","","","","","","True","","","not interested","very interested","very interested","very interested","not interested","very interested","1980-01-01 00:00:00"
"50","","True","","","True","True","","","","True","","","","","True","","","","","","","","","","","","","","","","Zenodo","Open Energy Platform","","","","40.0","","","","","","True","","","","","","","","","","","","","","","","","","","","","553.61","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Energy Engineering","","","","","","","","","","","","4 to 6 years","Research Associate","","","Apply FAIR","","True","","","","Anonymized","Python","Word","","True","True","","","","","","","True","","True","True","","","","","","","","","True","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","Some of them","","","","","","","","","None","","","","","","","","Purely simulated","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","True","","","","1 GB - 10 GB","","","","","True","True","","","","","","","very interested","moderately interested","not interested","not interested","moderately interested","not interested","1980-01-01 00:00:00"
"51","","","","","","","","","","","","","","","","","","","","","","","","","True","","","True","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","3028.66","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Electrical Engineering","","","","","","","","","","","","1 to 3 years","Research Associate","","","Not familiar with FAIR","True","True","","","","Office Software (unspecified)","OriginLab","MATLAB / Simulink","True","","","","","","","","","True","True","True","","","","","","True","True","True","","","Yes","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","True","","","","","All","","All","","All","","","","","All","","All","","All","","","","","Mostly measured","Equally generated and reused","Yes","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","True","True","","","","","True","True","True","True","True","","","","1 GB - 10 GB","","","","","","","","","","","","True","very interested","very interested","moderately interested","moderately interested","very interested","moderately interested","1980-01-01 00:00:00"
"52","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","261.06","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Materials Engineering","","","","","","","","","","","","More than 10 years","Principal Investigator","","","Apply FAIR","True","","","","","Python","Anonymized","Anonymized","","","True","","True","","","","","True","True","True","","","","","","True","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","True","True","","","","","All","","All","All","Some of them","","","","","Some of them","","Some of them","Some of them","None","","","","","Mostly measured","Purely generated","Yes","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","True","","True","","","","True","","","True","True","","","100 MB - 1000 MB (1 GB)","","","","","","True","","","","True","","","not interested","very interested","very interested","very interested","not interested","very interested","1980-01-01 00:00:00"
"53","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","Other","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","447.21","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Computer Science","","","","","","","","","","","","7 to 10 years","Postdoc","","","Familiar with FAIR","","True","","","","Linux","Python","Anonymized","","","True","","","","","","","","","","","","","","","","","","GitLab","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","All","","","","","","","","","All","","","","","Mostly simulated","","Yes","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","100 MB - 1000 MB (1 GB)","","","","","","","","","","","","True","moderately interested","not interested","not interested","not interested","moderately interested","not interested","1980-01-01 00:00:00"
"54","","","True","","","True","","","True","","True","","","","True","True","","","","True","","","","","","","","","","","","","","","","10.0","","","","True","True","","","","True","True","","","","True","","","","","","","True","","","","","","639.98","Completed the survey","Anonymized","Anonymized","Energy","Engineering Science","","","","","","","","","","Materials Engineering","","","","","","","","","","","","1 to 3 years","PhD candidate","","","Not familiar with FAIR","True","True","","","","Office Software (unspecified)","MATLAB / Simulink","Python","","True","True","True","True","","True","True","","True","True","True","True","True","","","","True","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","True","","","True","","","All","","All","All","","","All","","","None","","None","None","","","None","","","Purely measured","Purely generated","Yes","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","True","","","","","","1 GB - 10 GB","","True","True","True","True","True","True","","True","True","","","moderately interested","moderately interested","moderately interested","moderately interested","","moderately interested","1980-01-01 00:00:00"
"56","","","","","","","","True","True","True","","","","","","","","","","","","","","","","","","","","","","","","","","25.0","","","","","","True","","","True","True","True","","True","","","","","","","","","","","","","","848.94","Completed the survey","Anonymized","Anonymized","Energy","Chemistry","","","","","","Physical Chemistry","","","","","","","","","","","","","","","","Less than 1 year","PhD candidate","","","Not familiar with FAIR","","","","True","","FactSage","Python","LaTeX","","","True","","","","","","","","","","","","","","","True","","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","","","","","Some of them","All","Some of them","All","All","","","","","None","None","Some of them","Some of them","None","","","","","Equally measured and simulated","Equally generated and reused","Yes","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","True","","","","","","","","I don't know","","","True","","True","True","True","","","","","","very interested","very interested","not interested","moderately interested","very interested","moderately interested","1980-01-01 00:00:00"
